"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0309828",963.56360771816,1189.36079806001,994.777585077012,453.09017002206,470.783403927152,421.983267265642,0.0043391138604061,-1.22014587322835,3.36550572289749e-05,0.429239314943434,2.36259895362804
"FBtr0343633",182.240317464125,184.451716436747,173.428477531556,52.7840121794306,37.4439331506941,36.3114656214355,0.00391179740684999,-2.11882580281543,2.44811899158069e-05,0.230234222090083,2.40762364554228
"FBtr0085423",486.73701630313,514.616184100887,495.749684525095,220.90425550764,212.926663716135,266.35408368707,0.00467970866180789,-1.10049915528132,3.87535137933392e-05,0.466355114543252,2.32978118335913
"FBtr0086670",373.14111893091,407.486887074619,372.027824418346,194.312955745611,168.146338026096,190.661040070621,0.00476705793335722,-1.05829967892729,4.10095564422385e-05,0.480197674185281,2.32174957012362
"FBtr0332930",278.475539240848,300.917742235098,247.913772708386,73.5077655281451,91.7413857896714,67.2403673218424,0.00461604620606156,-1.84304880514222,3.76427056439688e-05,0.278732125252469,2.33572985259558
"FBtr0303749",2216.57084160352,2549.74970901046,2129.46475439395,949.667072273174,1144.14574568038,1041.04506252782,0.0043391138604061,-1.13678301341192,3.33811007346273e-05,0.454772520200068,2.36259895362804
"FBtr0300599",624.467862532564,510.58424887756,650.445459169289,198.110876521244,197.04186748612,223.45997846645,0.00476705793335722,-1.52172728029684,4.13178740935913e-05,0.348268698881443,2.32174957012362
"FBtr0075077",426.971162458657,451.638391632309,363.363337668616,108.074530099615,97.5225346303216,136.009335705669,0.00476705793335722,-1.86643412501289,4.17885352036072e-05,0.274250446581725,2.32174957012362
"FBtr0332046",630.932796406416,578.890702665179,524.605287144259,167.702016267689,169.458597980383,229.886744248075,0.00476705793335722,-1.62421264753918,4.31290651150661e-05,0.324386874869366,2.32174957012362
"FBtr0079077",130.284386832224,134.971185259774,141.940693720895,45.3468414752797,43.207052068626,42.0466211272014,0.0043391138604061,-1.63658723592519,3.23145209536925e-05,0.32161637415192,2.36259895362804
"FBtr0075927",1058.05685598577,1138.11962365759,976.145881617852,472.814530456264,560.596896498788,533.102734252949,0.00476705793335722,-1.01724036500668,4.26042511667341e-05,0.494060504298935,2.32174957012362
"FBtr0089359",369.750510778238,328.296252318755,322.250291115479,98.5891733590194,122.615475811431,135.488047225667,0.00481821324950252,-1.52765044495692,4.90565895334778e-05,0.346841769467785,2.31711398245459
"FBtr0075204",304.725951559777,358.957074791272,302.077623834685,131.456107019104,125.984791781713,113.025148197887,0.00484303242730585,-1.38063444307383,5.0217670454723e-05,0.384049867478528,2.31488262305488
"FBtr0085094",56877.9609947943,65075.7652532171,75892.0659612438,21533.1214207376,14818.7188747272,15527.7697764402,0.00448158430226345,-1.94109888151576,3.57295258690799e-05,0.260418007734943,2.34856842972996
"FBtr0334282",159.257654518425,175.254657713073,185.396912837411,32.2162753283454,20.7779404498188,25.8386468304789,0.00390604453185814,-2.73646509802152,2.29544771937947e-05,0.15005204665116,2.4082628097348
