Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBtr0080261	1773	758	642	232	413	296	918	1135	904	118	567	367	668.35	986	351	0.304	-1.718	-4.451	8.54323658028508e-06	0.000249815534449295	0.1987	0.0357	0.1052	0.1052	TRUE	NA
FBtr0339493	1246	396	328	812	171	196	645	593	462	415	235	243	432.11	567	298	0.513	-0.963	-4.433	9.29472603302341e-06	0.000270449010279962	0.0225	0.041	0.0311	0.0311	TRUE	NA
FBtr0333948	455	475	428	261	292	268	235	711	603	133	401	332	402.77	516	289	0.561	-0.835	-4.425	9.6334788749096e-06	0.00027984544298198	0.0075	0.0421	0.0227	0.0227	TRUE	NA
FBtr0071602	770	571	599	439	419	411	398	855	844	224	575	510	567.83	699	436	0.612	-0.709	-4.405	1.0595873674727e-05	0.000305295767393478	0.0019	0.0374	0.0167	0.0167	TRUE	NA
FBtr0079268	2937	1050	1178	1607	771	908	1520	1573	1659	821	1059	1126	1293	1584	1002	0.626	-0.675	-4.4	1.08042766308817e-05	0.00031079424045029	0.0062	0.031	0.0161	0.0161	TRUE	NA
FBtr0343608	2238	493	530	1502	336	310	1158	738	747	767	461	385	709.38	881	538	0.601	-0.735	-4.39	1.13176883542376e-05	0.000324507657495654	0.0055	0.0351	0.0184	0.0184	TRUE	NA
FBtr0073527	656	144	117	129	67	70	339	216	165	66	92	87	160.79	240	82	0.346	-1.531	-4.386	1.15320499783812e-05	0.000330118925837447	0.0919	0.0664	0.0789	0.0789	TRUE	NA
FBtr0089925	2698	743	796	1473	471	634	1396	1113	1121	752	647	787	969.34	1210	729	0.604	-0.727	-4.383	1.17220040469188e-05	0.00033393554524	0.0082	0.0327	0.0186	0.0186	TRUE	NA
FBtr0087601	4245	3176	2205	1032	1529	1728	2197	4757	3106	527	2100	2144	2471.76	3353	1590	0.413	-1.275	-4.376	1.20610701893019e-05	0.000339030320947232	0.0988	0.0286	0.0606	0.0606	TRUE	NA
FBtr0100199	242	99	67	47	38	34	125	148	94	24	52	42	81.05	122	39	0.304	-1.717	-4.362	1.28949412631277e-05	0.000360406957287707	0.0821	0.1063	0.0943	0.0943	TRUE	NA
FBtr0333231	2068	729	658	1159	384	541	1070	1092	927	592	527	671	813.23	1030	597	0.58	-0.787	-4.362	1.28956872965417e-05	0.000360406957287707	0.0126	0.0339	0.022	0.022	TRUE	NA
FBtr0072799	12325	5870	5689	6738	4196	4753	6379	8792	8014	3441	5762	5897	6380.7	7728	5033	0.638	-0.649	-4.357	1.31610939468807e-05	0.00036437075589087	0.0084	0.027	0.0158	0.0158	TRUE	NA
FBtr0113452	506	151	125	200	79	79	262	226	176	102	108	98	162.12	221	103	0.464	-1.107	-4.352	1.34771204555731e-05	0.000371955909484468	0.015	0.0661	0.039	0.039	TRUE	NA
